business,stars,date,time_ago,signal,category,phrase,summary,biz_size,root_cause,pitch,text
Dallas Air Duct Cleaning,1,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"The vent cleaning from Fresh Air was the worst and I am still ""deep dusting"" every surface in my home because their two guys did not know to cover the vent openings allowing only their hose to suck the residue, nor to be sure the A/C was OFF, nor to clean the actual vents before replacing them. When"
Dallas Air Duct Cleaning,1,2 years ago,,True,repeat_calls,I called for a month on and off and finally someone came out,Customer had to call multiple times to get a response.,small_team,overwhelmed,callback_automation,"Called them do do a duct cleaning because I smelled somthing dead and mold. They came out and said they found nothing dead, cleaned my ducts and installed a blue light to prevent growth of bacteria. Well the mold and dead smell persisted. I called for a month on and off and finally someone came out "
Dallas Air Duct Cleaning,1,7 months ago,,True,repeat_calls,"""now they continue to spam me with calls and texts""",The business continues to contact the customer excessively after the job was completed.,unknown,unknown,review_management,"This place is bad news! I had to go out and buy new clamps and re install my dryer myself after they broke the ones I had and tried to put it back together with tape. Then they were no shows 3 times in a row to come finish the job, now they continue to spam me with calls and texts. If you call them "
Dallas Air Duct Cleaning,1,8 months ago,,True,no_callback,"No call, no show.",The company failed to call to cancel or reschedule the appointment.,small_team,overwhelmed,callback_automation,"I would love to rate their actual work. I waited 2 weeks for an appt. Appt was today from 10-12. It is now 1 pm. No call, no show. I took a half day off of work for a company that could not even call if they would not be able to make scheduled appointment."
Dallas Air Duct Cleaning,1,5 months ago,,True,other_comm_problem,cancelled my appointment three times,"The service cancelled the customer's appointment multiple times, wasting their time.",unknown,unknown,not_applicable,"I wish I can give them negative ratings, don’t use the service because they cancelled my appointment three times. Such a waste of time."
Dallas Air Duct Cleaning,1,a month ago,,True,no_callback,Never called or text to let me know they were not coming.,The business failed to notify the customer about the cancellation of their appointment.,solo_operator,unknown,callback_automation,Never showed up for our scheduled appointment. Never called or text to let me know they were not coming. Super rude!
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"I would give zero stars if I could.  Horrible experience.  They lied to make a sale.  All we wanted was to have our air ducts and dryer vent cleaned.  When the tech arrived, he told us if we purchased a UV light system, it would prevent dust accumulation and the air ducts wouldn't need to be cleaned"
Dallas Air Duct Cleaning,1,10 months ago,,True,no_callback,They never showed up.,The business failed to follow through on a scheduled appointment.,small_team,overwhelmed,callback_automation,"Made appointment week in advance for estimate. Since they bring their truck, decided to let them go ahead and do job. Moved furniture for easy access to a/c vents. They never showed up. They called and wanted to schedule for the following week. Typical business, thanks for your trouble but we don't "
Dallas Air Duct Cleaning,1,11 months ago,,False,none,none,"No communication issue, just scheduling problems.",unknown,unknown,not_applicable,"It must be my bad luck because we chose this company because of the 4.9 star rating. They called last minute and rescheduled our appointment on 5/19 and canceled our appointment today 5/24 Memorial Day weekend. We changed our plans for the weekend ""MEMORIAL DAY WEEKEND"" and was disappointed a second"
Dallas Air Duct Cleaning,1,3 months ago,,True,no_callback,No one has called me to try and address this.,The customer was not contacted by the business to address their issue.,unknown,overwhelmed,callback_automation,I have already done this. Worst experience ever! No one has called me to try and address this. My next step is a law suit!
Dallas Air Duct Cleaning,1,a year ago,,True,repeat_calls,"""I had to follow up multiple times""",The customer had to repeat calls to schedule a technician to revisit the prior cleanings work.,established,overwhelmed,review_management,"I called this company for a dryer vent cleaning at the end of December, but after the service, the dryer vent still wasn't working. I had to follow up multiple times, and it took three calls to schedule a technician to come out and look at the prior cleanings work. Eventually, a manager called to te"
Dallas Air Duct Cleaning,1,9 months ago,,True,other_comm_problem,When I called them they said $79,The business provided incorrect information over the phone.,small_team,unknown,review_management,"I booked them for dryer went cleaning
When I called them they said $79 but after they come just for vent cleaning they charged me $431.
And noticed next morning my dryer wasn’t working at all.Not recommended"
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Horrible service and unprofessional work!!! They replaced a new vent cap on the roof which required to remove some shingles which is fine. When they were done they didn’t replace the shingles up to the new vent cap to ensure no leakage, just used silicone and they were gonna be done. I told them the"
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I had an appointment this wednesday 12/11 with one of your employees Cris, and I was disappointed in the service.  To start, he rescheduled the appointments two days later, and after he completed his job, the quality of his work was very poor. He didn't properly explain the package that I was paying"
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"The salesman/technician that came to our house tried to take every shortcut he could. While he was cleaning, a large amount of dust from the ducts was falling into our house (see photo) until I insisted he cover them while cleaning. It didn’t take him long and the mess in our house could have been a"
Dallas Air Duct Cleaning,1,a year ago,,True,other_comm_problem,"""the only reason I found out the tech wasn't going to show up was because I had to call the business""",The customer had to call the business to find out the technician wouldn't show up.,small_team,overwhelmed,review_management,Called to schedule an appointment. Was told the technician was supposed to arrive between a two hours window. Technician never showed up and the only reason I found out the tech wasn't going to show up was because I had to call the business. I had to take PTO and now I've wasted four hours of my tim
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,This may have been one of the worst interactions that I have ever had with a business. I was calling around inferring about having my ducts cleaned and talked to about 4 companies. Fresh Air Ducts stood out due to price as well as how they sold their process versus their competitors. Later that nigh
Dallas Air Duct Cleaning,1,7 months ago,,True,repeat_calls,Wendy called me 2 days in a row,The customer received repeated calls after declining a service.,small_team,overwhelmed,callback_automation,Wendy called me 2 days in a row after I had them come out quote me 1000$ and I said no to the service
Dallas Air Duct Cleaning,1,a year ago,,True,other_comm_problem,"""quoted $99 on the phone""",The price quoted over the phone did not match the price given in person.,solo_operator,unknown,not_applicable,"This company will try to rip you off. I had a guy come who was very nice, but when he got here tried to get $700+ after I was quoted $99 on the phone. Once I told him no he said he could try to talk to his manager and get the price adjusted. I sent away….do not use this company unless you want to pa"
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Absolute rip off, had inspection and it did seem like click bait with discounts on several things. we didnt have ducts cleaned for a while, took a chance which was my mistake but the guys had very little experience in cleaning. They started with the return unit, tried to clean it with their dirty ro"
Dallas Air Duct Cleaning,1,2 years ago,,True,other_comm_problem,"When I called to inquire before scheduling, I was told 140 and maybe a bit higher.",The customer was given a different price quote than what they were charged.,small_team,unknown,review_management,"I had them come out last week and clean my dryer vent. They charged me 500 since I had no idea what it costs to have this done. My father is very knowledgeable about air ducts and dryer cleaning. I told him what I was charged after it was done, and he said that they ripped me off. I called and spoke"
Dallas Air Duct Cleaning,1,a year ago,,True,other_comm_problem,"I call, and it is explained to me that whoever took my call input the wrong phone number",The customer service team failed to accurately record the customer's phone number.,small_team,bad_culture,review_management,"DO NOT USE THIS COMPANY.  The customer service team is incredibly unprofessional.  I booked a service for Friday.  Friday comes and goes, no one shows up.  I call, and it is explained to me that whoever took my call input the wrong phone number even through they had the right address.  (Why that exp"
Dallas Air Duct Cleaning,1,6 months ago,,True,repeat_calls,The way they call you over and over and over again,"The company is calling the customer repeatedly, which is annoying.",unknown,overwhelmed,review_management,The way they call you over and over and over again is absolutely ridiculous. I’d rather not do business with a company like this.
Dallas Air Duct Cleaning,1,a year ago,,True,other_comm_problem,They called and told me that they were too busy and too short handed,The company failed to honor their scheduled appointment due to understaffing and lack of availability.,small_team,overwhelmed,review_management,"Took off work for APPOINTMENT with Fresh Air Duct Cleaning to clean my air ducts.   They called and told me that they were too busy and too short handed to show up for the appointment, and wanted to come the next day.    I replied that I took off work to meet them today and could not take off two da"
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Claimed to repair my dryer duct, charged me to repair dryer duct, and 24 hours later it fell out of wall and turned out the broken sheet metal rotating elbow they charged me to repair was simply duct taped together.  Company claims I declined the repair, which is nonsense.  Ended up paying another c"
Dallas Air Duct Cleaning,1,a year ago,,True,other_comm_problem,"When I contacted them, they insisted it was a preexisting issue.",The company disputed the customer's claim and was uncooperative.,established,bad_culture,review_management,"I usually don’t give bad review but I had a very disappointing experience with this company. Just after they cleaned my AC unit, my attic flooded due to a broken condenser pipe, causing significant damage to the attic and ceiling. This flooding had never happened before their visit. When I contacted"
Dallas Air Duct Cleaning,1,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,We are very disappointed with their service.  They didn’t open vents to clean and just cleaned with towel from outside. Don’t believe them.
Dallas Air Duct Cleaning,1,a year ago,,False,none,none,"No communication issue, focus on work quality and professionalism.",unknown,unknown,not_applicable,"Do not use this company for anything.  Absolutely the worst service experience I’ve ever had.  They claim to be able to do work that is out of their skill set.  They told me they could build a fireplace frame as well as install the new chimney, that was the worst given they didn’t know how to build "
Dallas Air Duct Cleaning,1,a year ago,,True,other_comm_problem,they wouldn't even give me a credit back because they actually never fixed it,The company failed to acknowledge and rectify the issue despite being informed of the problem.,established,bad_culture,review_management,"Will never use these people again.  They came to my house a few times and almost each time they came out they said something else was wrong and it would cost extra money so I went through that for a while and finally, I had another company come out and told them what this company.  Said was wrong an"
Dallas Air Duct Cleaning,1,2 years ago,,True,ignored,"""I asked them in text, but no response.""",The customer was ignored in their text inquiry.,unknown,unknown,review_management,"Their estimate is very fishy. For 15 minutes task, they first asked me over $600 by dividing the tasks into 3. Deep cleaning [300], unclogging [100] and changing a cap [200+]. I do not see the reason behind why they combined Deep cleaning and unclogging. If you get deep cleaning, why do you need unc"
Dallas Air Duct Cleaning,1,2 years ago,,True,no_callback,"""They never showed up or give me a call saying they need to reschedule""","The company failed to notify the customer of a reschedule, causing inconvenience.",small_team,overwhelmed,callback_automation,One of the worst unprofessional company I have ever dealt with. They have no respect for a person time. I had scheduled with them to have their tech to come by my home to give me a quote. The orginial time they said they will come was from 8am-10am. They never showed up or give me a call saying they
Dallas Air Duct Cleaning,1,Edited 2 years ago,,True,repeat_calls,"""several phone calls to the technician""",The customer had to make multiple phone calls to resolve the issue.,small_team,overwhelmed,callback_automation,"Truly a terrible experience.  Right after they left, the A/C stopped working.  The technician did not put the compressor back together (photos of screws left on the ground below).  This was remedied the next day after several phone calls to the technician.  I was not contacted by anyone else from th"
Dallas Air Duct Cleaning,1,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Buyer Be Aware! asked for a quote on 3 residential electric dryers and was quoted $1400, reached out to 3 other vendors in the area and was quoted 475-550 between the 3 business.  Not sure the value is here that Fresh Air presents.  The vendor hired to do the job did all that was in the Fresh Air es"
SERVPRO of Downtown Dallas - Team Shaw,1,4 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"This company is awful!! We had two bathrooms flood and soak the carpet in the rooms next to them. We called Servpro team Shaw and they came out. They estimated 6,000$ to clean up the water. We thought this was pretty steep since we had started pumping the water out almost immediately with a shop vac"
SERVPRO of Downtown Dallas - Team Shaw,1,4 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Really terrible. Maybe you get a different Servpro if you go through insurance vs. not, but we had a housefire and opted to use Servpro (a preferred provider through State Farm) for contents and mitigation. Huge mistake. I could go on and on about how bad our experience is but I'll summarize it here"
SERVPRO of Downtown Dallas - Team Shaw,1,7 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"If stuck working with this devious franchise, watch out for estimates vs reality. These people are not able to send a detailed invoice with the job that was actually performed instead of what was estimated. They will hold your personal items hostage until they get paid what they want instead of bill"
SERVPRO of Downtown Dallas - Team Shaw,1,Edited 10 months ago,,True,no_callback,never received a follow-up,Servpro failed to follow up after receiving a response from the customer.,established,overwhelmed,review_management,"I was contacted by Servpro through a cold email that was sent to my personal address instead of my business contact. I responded professionally, asking for more details about their Emergency Response Profile and how they obtained my email. I never received a follow-up.

If you’re reaching out to bus"
SERVPRO of Downtown Dallas - Team Shaw,1,10 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"They talk a good talk but if you use them, be sure to watch over your rebuild estimate (scope of work) because they will expect to get all the insurance money but they will cut every corner and not do things that they r getting paid to do!  They never sent in Itel on our (Expensive, high quality) ca"
SERVPRO of Downtown Dallas - Team Shaw,1,a year ago,,True,other_comm_problem,Little adequate communication,Inadequate communication led to unfulfilled promises and a poor experience.,established,overwhelmed,review_management,"It is sad to say that this review will not sound like most of the other reviews. My experience with ServPro Team Shaw has been one of ""Promises Made, Promises Not Fulfilled"". For a one room restoration project, it has taken a full 6 months, plus and has been, without a doubt, the worst experience I "
SERVPRO of Downtown Dallas - Team Shaw,1,2 years ago,,False,none,none,No communication issue.,unknown,unknown,not_applicable,"Pass on this company! We tried to use them for duct cleaning. They charged $250 to provide an estimate, and screw you on the pricing the job. I have 3,000 sf house and their estimate was $5k. Just fyi and best of luck finding a credible company."
SERVPRO of Downtown Dallas - Team Shaw,2,7 months ago,,True,other_comm_problem,"""hard to get responses to questions to our project manager""",Communication issues arose due to difficulty in getting responses from the project manager.,established,overwhelmed,review_management,"So much to say, so little space…we had water damage in August of 2024.  When Servpro/Team Shaw was called they came and handled the clean up and mold remediation—no problem. The problems came with the restoration process:

—From the beginning it was hard to get responses to questions to our project "
SERVPRO of Downtown Dallas - Team Shaw,2,Edited 8 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"FINAL EDIT: The contents manager and some of his crew came out yesterday and fixed one of the items that were rebuilt incorrectly. The manager also helped me break down and clear out the boxes that were left from the pack back. While not everything was remedied, there was really nothing for them to "
SERVPRO of Downtown Dallas - Team Shaw,2,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Good for mitigation. A nightmare for reconstruction. Delayed my project several times. Had to work with several different PMs and they even inadvertently ended up causing further water damage during the reconstruction and, of course, took no responsibility for it."
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Highly recommend! I called them to do a moisture check on our house for a previous roof leak. They were incredibly prompt and communicative every time I called. My administrator Briana was kind, organized and great with communication and the tech Jimmy went above and beyond in looking for moisture d"
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I had water damage from a few months ago and finally finished the flooring.

The team was very responsive. They explained the entire process and worked with insurance on estimate and followed up with the insurance at least twice a week.

When the insurance finally approved, the rest went smoothly. T"
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Dave, Kole and Kyle were wonderful to work with.  We had water damage from a broken water heater, affecting our family room, laundry room and garage.  These Servpro professionals made us feel very comfortable with their knowledge and explanation of what they would be doing.  Dave was very prompt in "
SERVPRO of Downtown Dallas - Team Shaw,5,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I have had Servpro services in the past, but nothing comes close to Team Shaw.  Our Servpro team headed up by Anthony Legnon was outstanding!  The team was always on time and very focused on the job at hand. The care they took to cover undamaged floors and things that could not be removed, as well a"
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Had Servpro out to fix water damage from a dishwasher. The whole process was extremely easy, they responded quickly and worked directly with my insurance company to get it taken care of. I worked with Andrew and Griffin from their team and they were great, went above and beyond. Would definitely use"
SERVPRO of Downtown Dallas - Team Shaw,5,Edited 2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Step 2 with ServPro for our plumbing leak repair.   Luis Sarria, a Construction Estimator, came out to measure the hardwood floors, tile floors, walls and ceiling to be painted to provide an estimate to our insurance company on the cost of repair.  Luis was very professional, experienced, on time an"
SERVPRO of Downtown Dallas - Team Shaw,5,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Dave and Dom visited my home to inspect the potential damage.
They were thorough to check and explain details. They were honest to tell there is no damage and did not recommend any unnecessary services.

I highly recommend ServPro and Dave/Don’s expertise."
SERVPRO of Downtown Dallas - Team Shaw,5,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,I would highly recommend using Servpro.  Both Zach and Kole were the most amazing!  They were so helpful and walked me through everything.  They did an excellent job during the whole process. I was so grateful for the texts and updates on what they were doing since I had to be at the office.  They w
SERVPRO of Downtown Dallas - Team Shaw,5,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Lonnie and Herbert at the Tyler team for Servpro are just the best. Unfortunately, I’ve had to use Servpro for significant flooding several times. But they always provide outstanding customer service. Jarrod leads a great team.
Last week, Lonnie and Herbert came out and were no exception. They quick"
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"We are so thankful for the job this company did for us . I did not think they would ever be able to dry up all that water, but they did it in good time. Andrew worked hard and was very efficient and timely. Thank you for a great job done."
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,We had a pipe burst in the ceiling of our home. Servpro came out right away and helped us get the water out of our house. They helped clear out things for trash as well as move our furniture out of the house. They worked well with my insurance and had great communication.
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"After coming home to a slab leak, my insurance company dispatched ServPro. I have been working with Trey, Delvin & Bri and they have been a much needed source of relief during this uncomfortable experience. All three (Trey, Delvin & Bri) have answered all of my questions and made this otherwise horr"
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I made the call at 4am
Very quick prompt response, some was out immediately and probably save a lot of my home decor and valuables.
Andrew and Cole of Servpro were incredible!! Efficient, very knowledgeable worked clean and responsible, I highly recommend Servpro
5 stars ⭐️"
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Although through unfortunate circumstances we had to call ServPro, we had a great experience with them. Griffin was very professional and responsive when we needed answers. He showed up on the holiday and even kept us updated on his days off. We are so glad we chose ServPro."
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Chris and Devin came out and inspected the water damages to my home. We’re very professional and gave me a quote. If I need restoration services in the future I will definitely give them a call.
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Dakota and his crew did great, they were very responsive and check on our unit multiple times during the drying of our walls after a pipe burst in an apartment above ours."
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Sean gave exceptional service walking me through my flood damage process. He answered all my questions and was available for any additional questions through out the process. I highly recommend Servpro to anyone who experiences this stressful situation.
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I was really impressed with Servpro. Very professional and informative. I worked with Briana, Jean and Carlos and they were all great. They answered all my questions and provided a top notch cleaning. Would definitely recommend."
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Chris and Devin were amazing! They were great at communicating what they saw, what they were doing and with letting us know how progress was going. I would use them again and recommend them without hesitation"
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Chris was on time, respectful and gave me his honest opinion on the cost and necessary repair for our water damage. I really appreciated his service and would definitely recommend!"
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,We suffered water damage from the cold weather in December of 2022.  Servpro came and did a fantastic job of removing all of the damages.  I would highly recommend them again.
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Trey and Eddie were absolutely amazing! Here super quick and helped.get the smell out! We will call them every time!
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Dakota and his crew were so fast quick and helped us when we were in need. They were so professional and kept well communication through the whole process.
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Great professionalism and attention to detail. Zach Beres was on it. Here every day, explained everything. He was very careful in house with equipment."
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Henry and Joe were amazing. They helped and over communicated every step of the way.  Would highly recommend them!
SERVPRO of Downtown Dallas - Team Shaw,5,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,The staff went above and beyond. Everything was quick and easy.
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Awesome company. Josue has been amazing with communication and general help regarding questions. Really appreciate everything!
SERVPRO of Downtown Dallas - Team Shaw,5,Edited 3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Awesome service from Jessica, Henry,  and Ryan 😎 really and truly a great experience working with this team to get our property back on track. A- Team right here 👆"
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"The Technician was very professional. In addition, he was eager to answer all our questions. Highly recommend."
SERVPRO of Downtown Dallas - Team Shaw,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent service especially hardworking Chris and Devin. Awesome hard worker resourceful workers. Answered all questions.
SERVPRO of Downtown Dallas - Team Shaw,5,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Pete and Sean are the best! So timely and sweet and helpful and smart and THE BEST!
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Excellent, honest service.  Chris and Kole were very friendly and helpful."
SERVPRO of Downtown Dallas - Team Shaw,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Josue is the best!
