business,stars,date,time_ago,signal,category,phrase,summary,biz_size,root_cause,pitch,text
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"We had issues with our heating system, called Air Force One and they came the same day and fixed.  Collin was very respectful, professional and, knowledgeable. Would recommend them at anytime.  Thanks!!!"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,5 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very knowledgeable technical people. Sam Hamons answered my many questions and really understands HVAC systems.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,5 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Responsive and helpful
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,Edited 5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Customer for years, have the maintenance plan with twice a year checkups -- A good value.  Courteous and knowledgeable techs.  Quick and easy to schedule and dependable."
Unlimited Air Conditioning and Heating,5,Edited a month ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Unlimited air is awesome...quick response time and great communication..highly recommend this company
Unlimited Air Conditioning and Heating,5,5 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,Frank and the crew were amazing to work with! These guys have been doing HVAC services for almost 20 years now so their expertise and experience speak for themselves. Worth all the money that you're going to invest in them so I highly recommend!
Unlimited Air Conditioning and Heating,5,6 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Cleber was awesome, very professional, honest and got us taken care of.  We had a different company come out before but something felt off so we called Unlimited.  They were amazing!  Trust worthy and thorough. We would definitely recommend Unlimited!"
Unlimited Air Conditioning and Heating,5,9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Fast response, fast, clean and honest work, and everyone was very polite. Great company all around!!"
Unlimited Air Conditioning and Heating,5,9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Prompt and quick same day service. The Cleber was friendly and did a great job explaining things.
Unlimited Air Conditioning and Heating,5,10 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"AMAZING SERVICE! I spend a lot of time doing my research before contracting someone to do an expensive project like heating and cooling. They are honest, fair priced and if you have issues they will come out quickly and resolve the issues. You don’t need to look at any of the 1-star reviews because "
Unlimited Air Conditioning and Heating,1,a year ago,,True,no_callback,"""he no-showed""",The technician failed to show up for the rescheduled appointment.,solo_operator,overwhelmed,callback_automation,First appointment he called 2 hours before to tell me it was too cold outside to do a routine air conditioning check up (the high was 62 degrees that day). Rescheduled to the following week and he no-showed.
Unlimited Air Conditioning and Heating,5,Edited a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Courteous and professional service. Appreciate having Unlimited Air Conditioning & Heating available and in our community.
Unlimited Air Conditioning and Heating,5,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Very good service, very professional in their work, they left my air system working at 100%, I highly recommend them, they do not leave until they are sure that everything is working correctly."
Unlimited Air Conditioning and Heating,5,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Frank and his team are top notch!
Unlimited Air Conditioning and Heating,5,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"My uncle and I recently had our unit go on the fritz. Frank found and fixed the issue (needed a new dual capacitor) in no time at all. He's efficient, courteous, and trustworthy. He explains things clearly and I would not hesitate to call him again. Thank you!"
Unlimited Air Conditioning and Heating,5,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Excellent service. Professional communication, technical work.
We are super satisfied.

Attila Pacsay
Contrinex USA, Coppell"
Unlimited Air Conditioning and Heating,5,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Amazing service and they came out same day when our AC unit stopped working at our business.  Highly recommended.
Unlimited Air Conditioning and Heating,5,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent service and fixed our unit within a couple of hours!  Cannot recommend them enough.
Unlimited Air Conditioning and Heating,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Cleba and Frank did a great job helping me with a bad compressor that needed to be replaced.
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Frank & his team are the trust worthy and dependable.  They have been doing my HVAC service work for years.  Replaced another system.  Excellent group of guys. I don’t have to worry about a thing
Unlimited Air Conditioning and Heating,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Frank and his team at Unlimited Air are exceptional!  Timely , professional and reasonably priced!  They are awesome"
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Always a great service with Unlimited!!  Thanks
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Unlimited Air provided a great service! They showed up when they said they would and quickly troubleshooted the problem, gave me several options and once selected, fixed our homes AC problem promptly! I would definitely recommend them!"
Unlimited Air Conditioning and Heating,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,My first interaction with Frank was amazing. He was courteous and explained the service procedure. I received same day service which was a bonus. I received a text/email confirmation of my appointment. The best part is the text message had the name and a picture of the person who was coming to servi
Unlimited Air Conditioning and Heating,1,2 years ago,,True,no_callback,Frank said he would call back in 15 mins and never did,The customer was not called back after a promised callback.,solo_operator,overwhelmed,callback_automation,"No showed an appointment and provided zero communication. Frank said he would call back in 15 mins and never did and didn't show.

Extremely disappointed in how they're doing business."
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Frank and team are responsive, on time and always get the job done. They work to please and over the top careful. One example is we have an off white carpet on our spiral staircase and I asked that they be careful. When they were finished replacing some pretty heavy units upstairs, the carpeting was"
Unlimited Air Conditioning and Heating,1,2 years ago,,False,none,none,No communication issue.,established,unknown,not_applicable,My Ac went out I called Unlimited . The tech showed up tapped the Thermostat and tightened a wire . He said I needed a new thermostat but he did not have one on his truck. Charged me $143.00   trip charge . I will never call them again.
Unlimited Air Conditioning and Heating,2,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,If you want to pay full retail prices and $400 for a 35 min AC check.
Unlimited Air Conditioning and Heating,5,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"The customer service was top-notch. Frank is a great guy who is friendly, attentive, and passionate about his work, his team to attention to detail and commitment to customer satisfaction truly stood out. I highly recommend Frank's business to anyone seeking top-of-the-line HVAC services."
Unlimited Air Conditioning and Heating,5,2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Highly recommend Unlimited Air Conditioning & Heating! After a recommendation from a friend who is a long-time customer of Unlimited (Frank), I reached out to Frank when our A/C suddenly stopped working on a Friday evening. Kleber, one of their team members, arrived at 8 am that Saturday and had our"
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Fast, effective and efficient!"
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,So happy to have found a company that knows what they are doing and is also responsive to their customers needs.
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"The best in the business in terms of air conditioner repair and best AC tune up in Dallas. Frank and the team at Unlimited Air Conditioning are fast to reply, great to work with, and very fairly priced. They will get you taken care of!"
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Dependable and totally trustworthy.  Have been using this company for over 25 yrs.
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent work I recommend it
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Good, professional work"
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Unlimited is the best in both installation and service. I’ve been using them for over 30 years. I feel very lucky to have them provide their personal and professional service.  With many thanks!!
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,No communication issue.,unknown,unknown,not_applicable,"Respectful, clean and punctual service repair! Problem was fixed quickly and communication was excellent !"
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Great service!  Have been using this company for years for all my A/C and Heating service and I trust their work and products.
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Frank and his team are professional, attentive and provide quick and clear communication. They took the time to explain the work they would complete, provide options for various solutions and prices, and their suggestions for on-going maintenance were valuable. When they did the initial diagnostic, "
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Unlimited Air conditioning and Heating is a trustworthy, thorough, and honest company. Frank and his team always do a great job of explaining any issues and getting them repaired in a timely manner. I will continue to recommend this company for any HVAC issues"
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,They were very honest and provided quality service!
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Highly recommend .
